source_dataset,passenger_id,pclass,survived,name,sex,age,family_size,fare,embarked,survived_label
Dataset 1,255,2,0,"Collyer, Mr. Harvey",male,31.0,2.0,26.25,S,Did Not Survive
Dataset 1,256,2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,2.0,26.25,S,Survived
Dataset 1,257,1,1,"Compton, Miss. Sara Rebecca",female,39.0,2.0,83.1583,C,Survived
Dataset 1,258,1,0,"Compton, Mr. Alexander Taylor Jr",male,37.0,2.0,83.1583,C,Did Not Survive
Dataset 1,259,1,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,64.0,2.0,83.1583,C,Survived
Dataset 1,260,3,0,"Conlon, Mr. Thomas Henry",male,31.0,0.0,7.7333,Q,Did Not Survive
Dataset 1,261,3,0,"Connaghton, Mr. Michael",male,31.0,0.0,7.75,Q,Did Not Survive
Dataset 1,262,3,1,"Connolly, Miss. Kate",female,22.0,0.0,7.75,Q,Survived
Dataset 1,263,3,0,"Connolly, Miss. Kate",female,30.0,0.0,7.6292,Q,Did Not Survive
Dataset 1,264,3,0,"Connors, Mr. Patrick",male,70.5,0.0,7.75,Q,Did Not Survive
Dataset 1,265,3,0,"Cook, Mr. Jacob",male,43.0,0.0,8.05,S,Did Not Survive
Dataset 1,266,2,1,"Cook, Mrs. (Selena Rogers)",female,22.0,0.0,10.5,S,Survived
Dataset 1,267,3,0,"Cor, Mr. Bartol",male,35.0,0.0,7.8958,S,Did Not Survive
Dataset 1,268,3,0,"Cor, Mr. Ivan",male,27.0,0.0,7.8958,S,Did Not Survive
Dataset 1,269,3,0,"Cor, Mr. Liudevit",male,19.0,0.0,7.8958,S,Did Not Survive
Dataset 1,270,2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0.0,13.0,S,Did Not Survive
Dataset 1,271,2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,,0.0,21.0,S,Did Not Survive
Dataset 1,272,3,0,"Corn, Mr. Harry",male,30.0,0.0,8.05,S,Did Not Survive
Dataset 1,273,1,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55.0,2.0,25.7,S,Survived
Dataset 1,274,2,0,"Cotterill, Mr. Henry ""Harry""",male,21.0,0.0,11.5,S,Did Not Survive
Dataset 1,275,3,1,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,2.0,15.9,S,Survived
Dataset 1,276,3,1,"Coutts, Master. William Loch ""William""",male,3.0,2.0,15.9,S,Survived
Dataset 1,277,3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",female,36.0,2.0,15.9,S,Survived
Dataset 1,278,3,0,"Coxon, Mr. Daniel",male,59.0,0.0,7.25,S,Did Not Survive
Dataset 1,279,1,0,"Crafton, Mr. John Bertram",male,,0.0,26.55,S,Did Not Survive
Dataset 1,280,3,0,"Crease, Mr. Ernest James",male,19.0,0.0,8.1583,S,Did Not Survive
Dataset 1,281,3,1,"Cribb, Miss. Laura Alice",female,17.0,1.0,16.1,S,Survived
Dataset 1,282,3,0,"Cribb, Mr. John Hatfield",male,44.0,1.0,16.1,S,Did Not Survive
Dataset 1,283,1,0,"Crosby, Capt. Edward Gifford",male,70.0,2.0,71.0,S,Did Not Survive
Dataset 1,284,1,1,"Crosby, Miss. Harriet R",female,36.0,2.0,71.0,S,Survived
Dataset 1,285,1,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,64.0,2.0,26.55,S,Survived
Dataset 1,286,3,0,"Culumovic, Mr. Jeso",male,17.0,0.0,8.6625,S,Did Not Survive
Dataset 1,287,1,0,"Cumings, Mr. John Bradley",male,39.0,1.0,71.2833,C,Did Not Survive
Dataset 1,288,1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38.0,1.0,71.2833,C,Survived
Dataset 1,289,2,0,"Cunningham, Mr. Alfred Fleming",male,,0.0,0.0,S,Did Not Survive
Dataset 1,290,3,0,"Daher, Mr. Shedid",male,22.5,0.0,7.225,C,Did Not Survive
Dataset 1,291,3,1,"Dahl, Mr. Karl Edwart",male,45.0,0.0,8.05,S,Survived
Dataset 1,292,3,0,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0.0,10.5167,S,Did Not Survive
Dataset 1,293,3,0,"Dakic, Mr. Branko",male,19.0,0.0,10.1708,S,Did Not Survive
Dataset 1,294,3,1,"Daly, Miss. Margaret Marcella ""Maggie""",female,30.0,0.0,6.95,Q,Survived
Dataset 1,295,3,1,"Daly, Mr. Eugene Patrick",male,29.0,0.0,7.75,Q,Survived
Dataset 1,296,1,1,"Daly, Mr. Peter Denis",male,51.0,0.0,26.55,S,Survived
Dataset 1,297,3,0,"Danbom, Master. Gilbert Sigvard Emanuel",male,,2.0,14.4,S,Did Not Survive
Dataset 1,298,3,0,"Danbom, Mr. Ernst Gilbert",male,34.0,2.0,14.4,S,Did Not Survive
Dataset 1,299,3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,2.0,14.4,S,Did Not Survive
Dataset 1,300,1,1,"Daniel, Mr. Robert Williams",male,27.0,0.0,30.5,S,Survived
Dataset 1,301,1,1,"Daniels, Miss. Sarah",female,33.0,0.0,151.55,S,Survived
Dataset 1,302,3,0,"Danoff, Mr. Yoto",male,27.0,0.0,7.8958,S,Did Not Survive
Dataset 1,303,3,0,"Dantcheff, Mr. Ristiu",male,25.0,0.0,7.8958,S,Did Not Survive
Dataset 1,304,1,0,"Davidson, Mr. Thornton",male,31.0,1.0,52.0,S,Did Not Survive
Dataset 1,305,1,1,"Davidson, Mrs. Thornton (Orian Hays)",female,27.0,3.0,52.0,S,Survived
Dataset 1,306,2,1,"Davies, Master. John Morgan Jr",male,8.0,2.0,36.75,S,Survived
Dataset 1,307,3,0,"Davies, Mr. Alfred J",male,24.0,2.0,24.15,S,Did Not Survive
Dataset 1,308,2,0,"Davies, Mr. Charles Henry",male,18.0,0.0,73.5,S,Did Not Survive
Dataset 1,309,3,0,"Davies, Mr. Evan",male,22.0,0.0,8.05,S,Did Not Survive
Dataset 1,310,3,0,"Davies, Mr. John Samuel",male,21.0,2.0,24.15,S,Did Not Survive
Dataset 1,311,3,0,"Davies, Mr. Joseph",male,17.0,2.0,8.05,S,Did Not Survive
Dataset 1,312,2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",female,48.0,2.0,36.75,S,Survived
Dataset 1,313,2,1,"Davis, Miss. Mary",female,28.0,0.0,13.0,S,Survived
Dataset 1,314,3,0,"Davison, Mr. Thomas Henry",male,,1.0,16.1,S,Did Not Survive
Dataset 1,315,3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1.0,16.1,S,Survived
Dataset 1,316,2,0,"de Brito, Mr. Jose Joaquim",male,32.0,0.0,13.0,S,Did Not Survive
Dataset 1,317,3,1,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1.0,17.4,S,Survived
Dataset 1,318,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1.0,17.4,S,Survived
Dataset 1,319,3,1,"de Mulder, Mr. Theodore",male,30.0,0.0,9.5,S,Survived
Dataset 1,320,3,0,"de Pelsmaeker, Mr. Alfons",male,16.0,0.0,9.5,S,Did Not Survive
Dataset 1,321,2,0,"Deacon, Mr. Percy William",male,17.0,0.0,73.5,S,Did Not Survive
Dataset 1,322,3,1,"Dean, Master. Bertram Vere",male,1.0,3.0,20.575,S,Survived
Dataset 1,323,3,0,"Dean, Mr. Bertram Frank",male,26.0,3.0,20.575,S,Did Not Survive
Dataset 1,324,3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33.0,3.0,20.575,S,Survived
Dataset 1,325,2,0,"del Carlo, Mr. Sebastiano",male,29.0,1.0,27.7208,C,Did Not Survive
Dataset 1,326,2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1.0,27.7208,C,Survived
Dataset 1,327,3,0,"Delalic, Mr. Redjo",male,25.0,0.0,7.8958,S,Did Not Survive
Dataset 1,328,3,0,"Demetri, Mr. Marinko",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,329,2,0,"Denbury, Mr. Herbert",male,25.0,0.0,31.5,S,Did Not Survive
Dataset 1,330,3,0,"Denkoff, Mr. Mitto",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,331,3,0,"Dennis, Mr. Samuel",male,22.0,0.0,7.25,S,Did Not Survive
Dataset 1,332,3,0,"Dennis, Mr. William",male,36.0,0.0,7.25,S,Did Not Survive
Dataset 1,333,3,1,"Devaney, Miss. Margaret Delia",female,19.0,0.0,7.8792,Q,Survived
Dataset 1,334,2,0,"Dibden, Mr. William",male,18.0,0.0,73.5,S,Did Not Survive
Dataset 1,335,1,1,"Dick, Mr. Albert Adrian",male,31.0,1.0,57.0,S,Survived
Dataset 1,336,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1.0,57.0,S,Survived
Dataset 1,337,3,0,"Dika, Mr. Mirko",male,17.0,0.0,7.8958,S,Did Not Survive
Dataset 1,338,3,0,"Dimic, Mr. Jovan",male,42.0,0.0,8.6625,S,Did Not Survive
Dataset 1,339,3,0,"Dintcheff, Mr. Valtcho",male,43.0,0.0,7.8958,S,Did Not Survive
Dataset 1,340,1,1,"Dodge, Dr. Washington",male,53.0,2.0,81.8583,S,Survived
Dataset 1,341,1,1,"Dodge, Master. Washington",male,4.0,2.0,81.8583,S,Survived
Dataset 1,342,1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54.0,2.0,81.8583,S,Survived
Dataset 1,343,3,0,"Doharr, Mr. Tannous",male,,0.0,7.2292,C,Did Not Survive
Dataset 1,344,2,1,"Doling, Miss. Elsie",female,18.0,1.0,23.0,S,Survived
Dataset 1,345,2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,1.0,23.0,S,Survived
Dataset 1,346,3,0,"Dooley, Mr. Patrick",male,32.0,0.0,7.75,Q,Did Not Survive
Dataset 1,347,3,1,"Dorking, Mr. Edward Arthur",male,19.0,0.0,8.05,S,Survived
Dataset 1,348,1,0,"Douglas, Mr. Walter Donald",male,50.0,1.0,106.425,C,Did Not Survive
Dataset 1,349,1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",female,27.0,2.0,247.5208,C,Survived
Dataset 1,350,1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,48.0,1.0,106.425,C,Survived
Dataset 1,351,3,1,"Dowdell, Miss. Elizabeth",female,30.0,0.0,12.475,S,Survived
Dataset 1,352,2,0,"Downton, Mr. William James",male,54.0,0.0,26.0,S,Did Not Survive
Dataset 1,353,3,0,"Doyle, Miss. Elizabeth",female,24.0,0.0,7.75,Q,Did Not Survive
Dataset 1,354,3,1,"Drapkin, Miss. Jennie",female,23.0,0.0,8.05,S,Survived
Dataset 1,355,3,0,"Drazenoic, Mr. Jozef",male,33.0,0.0,7.8958,C,Did Not Survive
Dataset 1,356,2,1,"Drew, Master. Marshall Brines",male,8.0,2.0,32.5,S,Survived
Dataset 1,357,2,0,"Drew, Mr. James Vivian",male,42.0,2.0,32.5,S,Did Not Survive
Dataset 1,358,2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,2.0,32.5,S,Survived
Dataset 1,359,3,0,"Duane, Mr. Frank",male,65.0,0.0,7.75,Q,Did Not Survive
Dataset 1,360,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1.0,39.6,C,Survived
Dataset 1,361,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1.0,56.9292,C,Survived
Dataset 1,362,1,0,"Dulles, Mr. William Crothers",male,39.0,0.0,29.7,C,Did Not Survive
Dataset 1,363,3,1,"Duquemin, Mr. Joseph",male,24.0,0.0,7.55,S,Survived
Dataset 1,364,2,1,"Duran y More, Miss. Asuncion",female,27.0,1.0,13.8583,C,Survived
Dataset 1,365,2,1,"Duran y More, Miss. Florentina",female,30.0,1.0,13.8583,C,Survived
Dataset 1,366,3,0,"Dyker, Mr. Adolf Fredrik",male,23.0,1.0,13.9,S,Did Not Survive
Dataset 1,367,3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22.0,1.0,13.9,S,Survived
Dataset 1,368,1,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,23.0,1.0,83.1583,C,Survived
Dataset 1,369,3,0,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0.0,7.775,S,Did Not Survive
Dataset 1,370,2,0,"Eitemiller, Mr. George Floyd",male,23.0,0.0,13.0,S,Did Not Survive
Dataset 1,371,3,0,"Eklund, Mr. Hans Linus",male,16.0,0.0,7.775,S,Did Not Survive
Dataset 1,372,3,0,"Ekstrom, Mr. Johan",male,45.0,0.0,6.975,S,Did Not Survive
Dataset 1,373,3,0,"Elias, Mr. Dibo",male,,0.0,7.225,C,Did Not Survive
Dataset 1,374,3,0,"Elias, Mr. Joseph",male,39.0,2.0,7.2292,C,Did Not Survive
Dataset 1,375,3,0,"Elias, Mr. Joseph Jr",male,17.0,2.0,7.2292,C,Did Not Survive
Dataset 1,376,3,0,"Elias, Mr. Tannous",male,15.0,2.0,7.2292,C,Did Not Survive
Dataset 1,377,3,0,"Elsbury, Mr. William James",male,47.0,0.0,7.25,S,Did Not Survive
Dataset 1,378,3,1,"Emanuel, Miss. Virginia Ethel",female,5.0,0.0,12.475,S,Survived
Dataset 1,379,3,0,"Emir, Mr. Farred Chehab",male,,0.0,7.225,C,Did Not Survive
Dataset 1,380,2,0,"Enander, Mr. Ingvar",male,21.0,0.0,13.0,S,Did Not Survive
Dataset 1,381,1,1,"Endres, Miss. Caroline Louise",female,38.0,0.0,227.525,C,Survived
Dataset 1,382,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1.0,78.2667,C,Survived
Dataset 1,383,1,0,"Evans, Miss. Edith Corse",female,36.0,0.0,31.6792,C,Did Not Survive
Dataset 1,384,3,0,"Everett, Mr. Thomas James",male,40.5,0.0,15.1,S,Did Not Survive
Dataset 1,385,2,0,"Fahlstrom, Mr. Arne Jonas",male,18.0,0.0,13.0,S,Did Not Survive
Dataset 1,386,3,0,"Farrell, Mr. James",male,40.5,0.0,7.75,Q,Did Not Survive
Dataset 1,387,1,0,"Farthing, Mr. John",male,,0.0,221.7792,S,Did Not Survive
Dataset 1,388,2,0,"Faunthorpe, Mr. Harry",male,40.0,1.0,26.0,S,Did Not Survive
Dataset 1,389,2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1.0,26.0,S,Survived
Dataset 1,390,2,0,"Fillbrook, Mr. Joseph Charles",male,18.0,0.0,10.5,S,Did Not Survive
Dataset 1,391,3,1,"Finoli, Mr. Luigi",male,,0.0,7.05,S,Survived
Dataset 1,392,3,0,"Fischer, Mr. Eberhard Thelander",male,18.0,0.0,7.7958,S,Did Not Survive
Dataset 1,393,1,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,,0.0,31.6833,S,Survived
Dataset 1,394,3,0,"Fleming, Miss. Honora",female,,0.0,7.75,Q,Did Not Survive
Dataset 1,395,1,1,"Fleming, Miss. Margaret",female,,0.0,110.8833,C,Survived
Dataset 1,396,3,0,"Flynn, Mr. James",male,,0.0,7.75,Q,Did Not Survive
Dataset 1,397,3,0,"Flynn, Mr. John",male,,0.0,6.95,Q,Did Not Survive
Dataset 1,398,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0.0,26.3875,S,Survived
Dataset 1,399,3,0,"Foley, Mr. Joseph",male,26.0,0.0,7.8792,Q,Did Not Survive
Dataset 1,400,3,0,"Foley, Mr. William",male,,0.0,7.75,Q,Did Not Survive
Dataset 1,401,3,1,"Foo, Mr. Choong",male,,0.0,56.4958,S,Survived
Dataset 1,402,3,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,4.0,34.375,S,Did Not Survive
Dataset 1,403,3,0,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,4.0,34.375,S,Did Not Survive
Dataset 1,404,3,0,"Ford, Mr. Arthur",male,,0.0,8.05,S,Did Not Survive
Dataset 1,405,3,0,"Ford, Mr. Edward Watson",male,18.0,4.0,34.375,S,Did Not Survive
Dataset 1,406,3,0,"Ford, Mr. William Neal",male,16.0,4.0,34.375,S,Did Not Survive
Dataset 1,407,3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,4.0,34.375,S,Did Not Survive
Dataset 1,408,1,0,"Foreman, Mr. Benjamin Laventall",male,30.0,0.0,27.75,C,Did Not Survive
Dataset 1,409,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,5.0,263.0,S,Survived
Dataset 1,410,1,1,"Fortune, Miss. Ethel Flora",female,28.0,5.0,263.0,S,Survived
Dataset 1,411,1,1,"Fortune, Miss. Mabel Helen",female,23.0,5.0,263.0,S,Survived
Dataset 1,412,1,0,"Fortune, Mr. Charles Alexander",male,19.0,5.0,263.0,S,Did Not Survive
Dataset 1,413,1,0,"Fortune, Mr. Mark",male,64.0,5.0,263.0,S,Did Not Survive
Dataset 1,414,1,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,5.0,263.0,S,Survived
Dataset 1,415,3,0,"Fox, Mr. Patrick",male,,0.0,7.75,Q,Did Not Survive
Dataset 1,416,2,0,"Fox, Mr. Stanley Hubert",male,36.0,0.0,13.0,S,Did Not Survive
Dataset 1,417,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0.0,56.9292,C,Survived
Dataset 1,418,3,0,"Franklin, Mr. Charles (Charles Fardon)",male,,0.0,7.25,S,Did Not Survive
Dataset 1,419,1,0,"Franklin, Mr. Thomas Parham",male,,0.0,26.55,S,Did Not Survive
Dataset 1,420,1,1,"Frauenthal, Dr. Henry William",male,50.0,2.0,133.65,S,Survived
Dataset 1,421,1,1,"Frauenthal, Mr. Isaac Gerald",male,43.0,1.0,27.7208,C,Survived
Dataset 1,422,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1.0,133.65,S,Survived
Dataset 1,423,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,2.0,49.5,C,Survived
Dataset 1,424,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,2.0,79.2,C,Survived
Dataset 1,425,1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48.0,2.0,79.2,C,Survived
Dataset 1,426,2,0,"Frost, Mr. Anthony Wood ""Archie""",male,,0.0,0.0,S,Did Not Survive
Dataset 1,427,1,0,"Fry, Mr. Richard",male,,0.0,0.0,S,Did Not Survive
Dataset 1,428,2,0,"Funk, Miss. Annie Clemmer",female,38.0,0.0,13.0,S,Did Not Survive
Dataset 1,429,1,0,"Futrelle, Mr. Jacques Heath",male,37.0,1.0,53.1,S,Did Not Survive
Dataset 1,430,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,35.0,1.0,53.1,S,Survived
Dataset 1,431,2,0,"Fynney, Mr. Joseph J",male,35.0,0.0,26.0,S,Did Not Survive
Dataset 1,432,2,0,"Gale, Mr. Harry",male,38.0,1.0,21.0,S,Did Not Survive
Dataset 1,433,2,0,"Gale, Mr. Shadrach",male,34.0,1.0,21.0,S,Did Not Survive
Dataset 1,434,3,0,"Gallagher, Mr. Martin",male,25.0,0.0,7.7417,Q,Did Not Survive
Dataset 1,435,3,0,"Garfirth, Mr. John",male,,0.0,14.5,S,Did Not Survive
Dataset 1,436,2,1,"Garside, Miss. Ethel",female,34.0,0.0,13.0,S,Survived
Dataset 1,437,2,0,"Gaskell, Mr. Alfred",male,16.0,0.0,26.0,S,Did Not Survive
Dataset 1,438,2,0,"Gavey, Mr. Lawrence",male,26.0,0.0,10.5,S,Did Not Survive
Dataset 1,439,1,0,"Gee, Mr. Arthur H",male,47.0,0.0,38.5,S,Did Not Survive
Dataset 1,440,1,1,"Geiger, Miss. Amalie",female,35.0,0.0,211.5,C,Survived
Dataset 1,441,3,0,"Gheorgheff, Mr. Stanio",male,,0.0,7.8958,C,Did Not Survive
Dataset 1,442,1,1,"Gibson, Miss. Dorothy Winifred",female,22.0,1.0,59.4,C,Survived
Dataset 1,443,1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45.0,1.0,59.4,C,Survived
Dataset 1,444,1,0,"Giglio, Mr. Victor",male,24.0,0.0,79.2,C,Did Not Survive
Dataset 1,445,2,0,"Gilbert, Mr. William",male,47.0,0.0,10.5,S,Did Not Survive
Dataset 1,446,2,0,"Giles, Mr. Edgar",male,21.0,1.0,11.5,S,Did Not Survive
Dataset 1,447,2,0,"Giles, Mr. Frederick Edward",male,21.0,1.0,11.5,S,Did Not Survive
Dataset 1,448,2,0,"Giles, Mr. Ralph",male,24.0,0.0,13.5,S,Did Not Survive
Dataset 1,449,3,0,"Gilinski, Mr. Eliezer",male,22.0,0.0,8.05,S,Did Not Survive
Dataset 1,450,2,0,"Gill, Mr. John William",male,24.0,0.0,13.0,S,Did Not Survive
Dataset 1,451,2,0,"Gillespie, Mr. William Henry",male,34.0,0.0,13.0,S,Did Not Survive
Dataset 1,452,3,1,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0.0,7.7333,Q,Survived
Dataset 1,453,2,0,"Givard, Mr. Hans Kristensen",male,30.0,0.0,13.0,S,Did Not Survive
Dataset 1,454,3,1,"Glynn, Miss. Mary Agatha",female,,0.0,7.75,Q,Survived
Dataset 1,455,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1.0,89.1042,C,Survived
Dataset 1,456,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1.0,89.1042,C,Survived
Dataset 1,457,1,0,"Goldschmidt, Mr. George B",male,71.0,0.0,34.6542,C,Did Not Survive
Dataset 1,458,3,1,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,2.0,20.525,S,Survived
Dataset 1,459,3,0,"Goldsmith, Mr. Frank John",male,33.0,2.0,20.525,S,Did Not Survive
Dataset 1,460,3,0,"Goldsmith, Mr. Nathan",male,41.0,0.0,7.85,S,Did Not Survive
Dataset 1,461,3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,2.0,20.525,S,Survived
Dataset 1,462,3,0,"Goncalves, Mr. Manuel Estanslas",male,38.0,0.0,7.05,S,Did Not Survive
Dataset 1,463,3,0,"Goodwin, Master. Harold Victor",male,9.0,7.0,46.9,S,Did Not Survive
Dataset 1,464,3,0,"Goodwin, Master. Sidney Leonard",male,1.0,7.0,46.9,S,Did Not Survive
Dataset 1,465,3,0,"Goodwin, Master. William Frederick",male,11.0,7.0,46.9,S,Did Not Survive
Dataset 1,466,3,0,"Goodwin, Miss. Jessie Allis",female,10.0,7.0,46.9,S,Did Not Survive
Dataset 1,467,3,0,"Goodwin, Miss. Lillian Amy",female,16.0,7.0,46.9,S,Did Not Survive
Dataset 1,468,3,0,"Goodwin, Mr. Charles Edward",male,14.0,7.0,46.9,S,Did Not Survive
Dataset 1,469,3,0,"Goodwin, Mr. Charles Frederick",male,40.0,7.0,46.9,S,Did Not Survive
Dataset 1,470,3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,7.0,46.9,S,Did Not Survive
Dataset 1,471,1,1,"Gracie, Col. Archibald IV",male,53.0,0.0,28.5,C,Survived
Dataset 1,472,1,1,"Graham, Miss. Margaret Edith",female,19.0,0.0,30.0,S,Survived
Dataset 1,473,1,0,"Graham, Mr. George Edward",male,38.0,1.0,153.4625,S,Did Not Survive
Dataset 1,474,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,1.0,153.4625,S,Survived
Dataset 1,475,3,0,"Green, Mr. George Henry",male,51.0,0.0,8.05,S,Did Not Survive
Dataset 1,476,2,0,"Greenberg, Mr. Samuel",male,52.0,0.0,13.0,S,Did Not Survive
Dataset 1,477,1,1,"Greenfield, Mr. William Bertram",male,23.0,1.0,63.3583,C,Survived
Dataset 1,478,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,1.0,63.3583,C,Survived
Dataset 1,479,3,0,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0.0,8.3625,S,Did Not Survive
Dataset 1,480,3,0,"Guest, Mr. Robert",male,,0.0,8.05,S,Did Not Survive
Dataset 1,481,1,0,"Guggenheim, Mr. Benjamin",male,46.0,0.0,79.2,C,Did Not Survive
Dataset 1,482,3,0,"Gustafsson, Mr. Alfred Ossian",male,20.0,0.0,9.8458,S,Did Not Survive
Dataset 1,483,3,0,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2.0,7.925,S,Did Not Survive
Dataset 1,484,3,0,"Gustafsson, Mr. Johan Birger",male,28.0,2.0,7.925,S,Did Not Survive
Dataset 1,485,3,0,"Gustafsson, Mr. Karl Gideon",male,19.0,0.0,7.775,S,Did Not Survive
Dataset 1,486,3,0,"Haas, Miss. Aloisia",female,24.0,0.0,8.85,S,Did Not Survive
Dataset 1,487,3,0,"Hagardon, Miss. Kate",female,17.0,0.0,7.7333,Q,Did Not Survive
Dataset 1,488,3,0,"Hagland, Mr. Ingvald Olai Olsen",male,,1.0,19.9667,S,Did Not Survive
Dataset 1,489,3,0,"Hagland, Mr. Konrad Mathias Reiersen",male,,1.0,19.9667,S,Did Not Survive
Dataset 1,490,3,0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1.0,15.85,S,Did Not Survive
Dataset 1,491,3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1.0,15.85,S,Survived
Dataset 1,492,2,0,"Hale, Mr. Reginald",male,30.0,0.0,13.0,S,Did Not Survive
Dataset 1,493,2,1,"Hamalainen, Master. Viljo",male,0.67,2.0,14.5,S,Survived
Dataset 1,494,2,1,"Hamalainen, Mrs. William (Anna)",female,24.0,2.0,14.5,S,Survived
Dataset 1,495,3,0,"Hampe, Mr. Leon",male,20.0,0.0,9.5,S,Did Not Survive
Dataset 1,496,3,0,"Hanna, Mr. Mansour",male,23.5,0.0,7.2292,C,Did Not Survive
Dataset 1,497,3,0,"Hansen, Mr. Claus Peter",male,41.0,2.0,14.1083,S,Did Not Survive
Dataset 1,498,3,0,"Hansen, Mr. Henrik Juul",male,26.0,1.0,7.8542,S,Did Not Survive
Dataset 1,499,3,0,"Hansen, Mr. Henry Damsgaard",male,21.0,0.0,7.8542,S,Did Not Survive
Dataset 1,500,3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45.0,1.0,14.1083,S,Survived
Dataset 1,501,2,0,"Harbeck, Mr. William H",male,44.0,0.0,13.0,S,Did Not Survive
Dataset 1,502,1,1,"Harder, Mr. George Achilles",male,25.0,1.0,55.4417,C,Survived
Dataset 1,503,1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",female,25.0,1.0,55.4417,C,Survived
Dataset 1,504,3,0,"Harknett, Miss. Alice Phoebe",female,,0.0,7.55,S,Did Not Survive
Dataset 1,505,3,0,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0.0,7.25,S,Did Not Survive
Dataset 1,506,2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,1.0,33.0,S,Survived
Dataset 1,507,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1.0,76.7292,C,Survived
Dataset 1,508,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1.0,76.7292,C,Survived
Dataset 1,509,2,0,"Harper, Rev. John",male,28.0,1.0,33.0,S,Did Not Survive
Dataset 1,510,1,0,"Harrington, Mr. Charles H",male,,0.0,42.4,S,Did Not Survive
